source,text
llm,"No!  Not only are you within your ideal weight range for your height, you're also too young to diet.  At age 14, your body is still growing and developing and a diet could compromise your body's development.\\\\n\\\\nIf by dieting, you just mean eating healthier, then that's a safe option.  Try to include more fruits, veggies, whole grains; less junk food, saturated fat, empty calories (eg. soda)\\\\n\\\\nInstead of cutting back on calories, try exercising.  This will make you feel better about your body and will give you results too.  Anyways, having a toned body is waaaay sexier than just being a toothpick.\\\\n\\\\nSociety does place a lot of pressure on women and girls to be thin.  But I hope that one day you'll be able to realize that beauty comes in all shapes and sizes.  You need to accept yourself the way you are, and then you can try to eat healthier and exercise more.\\\\n\\\\nIn general, I don't believe in dieting per se.  Healthy eating and exercise is better for your health and still gets results."
yahoo,Is just a fat beotch
llm,Is just a fat beotch
yahoo,"http://www.google.com/maps?hl=en&lr=&q=christian+schools&near=Bronx,+NY&sa=X&oi=local&ct=title"
llm,"http://www.google.com/maps?hl=en&lr=&q=christian+schools&near=Bronx,+NY&sa=X&oi=local&ct=title"
yahoo,"I have worked for a franchisee and also a franchisor.  I now own my own company and we franchise our operation very successfully - so I'm fairly qualified to answer this one.  First you have to know that buying a franchise is not a guarantee of success.  However there are many aspects of franchised operations that will help you.  You want to ask at least the following:\\\\n1. How long have they been franchising?\\\\n2. What is the success rate of franchisees?\\\\n3. Can you talk to a couple of differrent franchise owners to learn their experience and get some tips on setting up (this is not something they should have ANY problems with at all).\\\\n4. In the case of faile d franchisees, what were the causes of failure? (Keep in mind that many businesses do ofail in start up - it's not necessarily a comment on the competence of the franchisee or franchisor).\\\\n5. In the specific market you're in, are there any tips other franchisees would share with you.\\\\n\\\\nYou want to get to a position where you are talking to other franchisees as soon as you can - to see how well or otherwise they are doing.  \\\\n\\\\nYou don't want to be too suprised at the fees.  You have to be sure that your business can support those fees.  That comes down to accurately asssessing the business in your feasability study.  You'll also find that the franchisor can probably supply you with a business plan - as others will have needed one.  I've provided one to help each franchisee since I started.  They will put their own spin on some elements, but the basis largely the same.  Ask if he has a copy of a successful business plan.\\\\n\\\\nA franchise is really a type of business partnership. In fact, for me, past franchisees have subsequently become partners in the franchise companies - because they become so knowledgable baout what the business is trying to do.\\\\n\\\\nIt will fail, franchise or otherwise, if the market is not there - for whatever service you offer.  Do your research thouroughly.  Then startr putting numbers together to see how viable it really is.  Talk to other people in the same business in other areas and ask if they feel it might work.  Don't be afraid to ask questions.\\\\n\\\\nGood luck,\\\\n\\\\nJFS"
llm,"I have worked for a franchisee and also a franchisor.  I now own my own company and we franchise our operation very successfully - so I'm fairly qualified to answer this one.  First you have to know that buying a franchise is not a guarantee of success.  However there are many aspects of franchised operations that will help you.  You want to ask at least the following:\\\\n1. How long have they been franchising?\\\\n2. What is the success rate of franchisees?\\\\n3. Can you talk to a couple of differrent franchise owners to learn their experience and get some tips on setting up (this is not something they should have ANY problems with at all).\\\\n4. In the case of faile d franchisees, what were the causes of failure? (Keep in mind that many businesses do ofail in start up - it's not necessarily a comment on the competence of the franchisee or franchisor).\\\\n5. In the specific market you're in, are there any tips other franchisees would share with you.\\\\n\\\\nYou want to get to a position where you are talking to other franchisees as soon as you can - to see how well or otherwise they are doing.  \\\\n\\\\nYou don't want to be too suprised at the fees.  You have to be sure that your business can support those fees.  That comes down to accurately asssessing the business in your feasability study.  You'll also find that the franchisor can probably supply you with a business plan - as others will have needed one.  I've provided one to help each franchisee since I started.  They will put their own spin on some elements, but the basis largely the same.  Ask if he has a copy of a successful business plan.\\\\n\\\\nA franchise is really a type of business partnership. In fact, for me, past franchisees have subsequently become partners in the franchise companies - because they become so knowledgable baout what the business is trying to do.\\\\n\\\\nIt will fail, franchise or otherwise, if the market is not there - for whatever service you offer.  Do your research thouroughly.  Then startr putting numbers together to see how viable it really is.  Talk to other people in the same business in other areas and ask if they feel it might work.  Don't be afraid to ask questions.\\\\n\\\\nGood luck,\\\\n\\\\nJFS"
yahoo,"If the Clippers won, it would be a miracle!"
llm,"If the Clippers won, it would be a miracle!"
yahoo,"I actually preferred a mountain bike with the narrowest semi-slick tyres I could find for riding regularly in London traffic, but thankfully I don't have to do this anymore. It looked strange with Marzocchi race forks, but had a good riding position, was fast, could jump over traffic islands and I never had an on-road accident on it in years of London (ab)use.\\\\n\\\\n Commuting just under 40 miles a day outside London, I used to mainly use an Italia fixed wheel machine from Condor in Grays Inn Road. This was practically maintainance free and very unattractive to thieves - the complete bike with aluminium frame and carbon forks should be around £600. This was also a wonderful bike for 50 mile training runs on a sunny spring morning and I even used it for youth hostelling.I had great fun on it until my knees gave out - and I'm not blaming that on the bike. The same frameset and forks with a Mirage groupset will cost around £800. A couple of clip on crud guards will make it more practical in British weather.\\\\n\\\\nF W Evans have several branches in South London and a huge stock of 2005 models at discounted prices. Check out http://www.evanscycles.com/ for details. They sell quality gear and the staff are enthusiastic and knowledgable - recommended.\\\\n\\\\nPersonally, I'd scour the ads in Cycling Weekly - I picked up a second hand pro level custom built cyclocross bike here for £500 at a time when the new frame and forks alone would have cost £650. Quality wheels plus Dura Ace and other top end components would have taken it way out of my price range new, but second hand it was cheaper than many entry level bikes. This has prooved to be an amazingly practical bike for everyday use with the addition of an USE suspension seatpost and using 32 mm tyres. There's plenty of clearance to fit clipon guards for road use in winter and it's an awesome tool for blasting down bridleways and canal towpaths in three seasons a year. Mine was made in 853 by a Manchester based firm called Atom.\\\\n\\\\nSteel will be more comfortable than aluminium and you can afford decent steel if you're buying second hand. Anything that fits you and has a Reynolds 531, 653 or 853 frame will be suitable, as would bikes using equivalent Italian steels from Deda or Columbus. The best all round compromise for speed, comfort and weather protection will be an audax bike. Anything by Chas Roberts, Bob Jackson, Brian Rourke or Condor is desirable and offerings from Mercian, Thorn, Ribble and Dawes are well worth investigating. Mine is a Condor which I bought new and there is no way I would want to part with it. It does everthing you want as long as you don't put much more than your wallet, passport, camera, keys, first aid kit and maps in the barbag - it gets twitchy on climbs when you're out of the saddle if you do. The only problem I've had is that the dynamo lighting system they fitted never did work, apart from in their workshop - I got so fed up with taking it in that I just gave up and scrapped it.\\\\n\\\\nI've just modified this after finishing training and hope it's of some small use. You know that whatever you choose is going to be the right choice. Just go for it and enjoy."
llm,"I actually preferred a mountain bike with the narrowest semi-slick tyres I could find for riding regularly in London traffic, but thankfully I don't have to do this anymore. It looked strange with Marzocchi race forks, but had a good riding position, was fast, could jump over traffic islands and I never had an on-road accident on it in years of London (ab)use.\\\\n\\\\n Commuting just under 40 miles a day outside London, I used to mainly use an Italia fixed wheel machine from Condor in Grays Inn Road. This was practically maintainance free and very unattractive to thieves - the complete bike with aluminium frame and carbon forks should be around £600. This was also a wonderful bike for 50 mile training runs on a sunny spring morning and I even used it for youth hostelling.I had great fun on it until my knees gave out - and I'm not blaming that on the bike. The same frameset and forks with a Mirage groupset will cost around £800. A couple of clip on crud guards will make it more practical in British weather.\\\\n\\\\nF W Evans have several branches in South London and a huge stock of 2005 models at discounted prices. Check out http://www.evanscycles.com/ for details. They sell quality gear and the staff are enthusiastic and knowledgable - recommended.\\\\n\\\\nPersonally, I'd scour the ads in Cycling Weekly - I picked up a second hand pro level custom built cyclocross bike here for £500 at a time when the new frame and forks alone would have cost £650. Quality wheels plus Dura Ace and other top end components would have taken it way out of my price range new, but second hand it was cheaper than many entry level bikes. This has prooved to be an amazingly practical bike for everyday use with the addition of an USE suspension seatpost and using 32 mm tyres. There's plenty of clearance to fit clipon guards for road use in winter and it's an awesome tool for blasting down bridleways and canal towpaths in three seasons a year. Mine was made in 853 by a Manchester based firm called Atom.\\\\n\\\\nSteel will be more comfortable than aluminium and you can afford decent steel if you're buying second hand. Anything that fits you and has a Reynolds 531, 653 or 853 frame will be suitable, as would bikes using equivalent Italian steels from Deda or Columbus. The best all round compromise for speed, comfort and weather protection will be an audax bike. Anything by Chas Roberts, Bob Jackson, Brian Rourke or Condor is desirable and offerings from Mercian, Thorn, Ribble and Dawes are well worth investigating. Mine is a Condor which I bought new and there is no way I would want to part with it. It does everthing you want as long as you don't put much more than your wallet, passport, camera, keys, first aid kit and maps in the barbag - it gets twitchy on climbs when you're out of the saddle if you do. The only problem I've had is that the dynamo lighting system they fitted never did work, apart from in their workshop - I got so fed up with taking it in that I just gave up and scrapped it.\\\\n\\\\nI've just modified this after finishing training and hope it's of some small use. You know that whatever you choose is going to be the right choice. Just go for it and enjoy."
yahoo,Brazil.
llm,Brazil.
yahoo,"Korean parents are typically old-fashioned, very traditional. More often the Korean son or daughter will bend to the will of his or her parents. \\\\n\\\\nIt's a cultural aspect. \\\\n\\\\nThe only thing I can say is patience and time. Try embracing more of his culture. Find ways to connect with his parents. They need to realize your beauty and what you provide for their son.\\\\n\\\\nIt will be hard, but if you really want this relationship and love this person, mountains are simple hills. Keep strong and stay on course. Support your love. Don't disrespect his parents. If you do, you will more than likely drive him away."
llm,"Korean parents are typically old-fashioned, very traditional. More often the Korean son or daughter will bend to the will of his or her parents. \\\\n\\\\nIt's a cultural aspect. \\\\n\\\\nThe only thing I can say is patience and time. Try embracing more of his culture. Find ways to connect with his parents. They need to realize your beauty and what you provide for their son.\\\\n\\\\nIt will be hard, but if you really want this relationship and love this person, mountains are simple hills. Keep strong and stay on course. Support your love. Don't disrespect his parents. If you do, you will more than likely drive him away."
yahoo,"As much as i would like to see a male finale, stupid people voted fro stupid KAT - AGAIN!!!!!!!!! when will the learn???\\\\nI guess Elliot is going home - sniff"
llm,"As much as i would like to see a male finale, stupid people voted fro stupid KAT - AGAIN!!!!!!!!! when will the learn???\\\\nI guess Elliot is going home - sniff"
yahoo,"That would be hard being that it's the other way around. \\\\nThe truth will come out in high school/collge bio, and antho classes anyways."
llm,"That would be hard being that it's the other way around. \\\\nThe truth will come out in high school/collge bio, and antho classes anyways."
yahoo,care b You are on TV now...\\\\n★ http://www.osoq.com/funstuff/extra/extra04.asp?strName=care_b
llm,care b You are on TV now...\\\\n★ http://www.osoq.com/funstuff/extra/extra04.asp?strName=care_b
yahoo,"The best bet would be to call up whoever invited you and ask them. I've been to weddings where they wanted all the guys in tuxes, and weddings where the bride and groom were in t-shirts and jeans.\\\\n\\\\nBut I'd guess that unless you're Indian yourself, they wouldn't have a problem with you wearing European formalwear. If you can't get in contact with them, I'd say your safest bet is to go in slacks, nice shoes, a nice oxford-cloth shirt, sport coat and tie.\\\\n\\\\n**Edit**\\\\n\\\\nYou know, I'd completely missed the part where there are three days of activities. In that case, bring a jacket and suit and all that, and also some nice-looking casual clothes, like some sweaters and khaki pants and stuff. But seriously, the easiest solution is just to talk to whoever invited you."
llm,"The best bet would be to call up whoever invited you and ask them. I've been to weddings where they wanted all the guys in tuxes, and weddings where the bride and groom were in t-shirts and jeans.\\\\n\\\\nBut I'd guess that unless you're Indian yourself, they wouldn't have a problem with you wearing European formalwear. If you can't get in contact with them, I'd say your safest bet is to go in slacks, nice shoes, a nice oxford-cloth shirt, sport coat and tie.\\\\n\\\\n**Edit**\\\\n\\\\nYou know, I'd completely missed the part where there are three days of activities. In that case, bring a jacket and suit and all that, and also some nice-looking casual clothes, like some sweaters and khaki pants and stuff. But seriously, the easiest solution is just to talk to whoever invited you."
yahoo,"please! take my advise. take some lube and keep it by the edge of the pool, or else the water with wash away your natural lubricants and it will either hurt or he will not be able to enter you. you can still get pregnant in water, but using a condom in the water makes it more difficult to have sex comfortably. its your choice, but i would go on birth control so you wouldnt have to worry about it."
llm,"please! take my advise. take some lube and keep it by the edge of the pool, or else the water with wash away your natural lubricants and it will either hurt or he will not be able to enter you. you can still get pregnant in water, but using a condom in the water makes it more difficult to have sex comfortably. its your choice, but i would go on birth control so you wouldnt have to worry about it."
yahoo,"my thoughts and prayers are with you and yours. i kow how hare it is, may 31 will be the one year anniversry of loosing my infant son. it will eventually get easier, just remember that she is in a better place and with our father. don't try to force her daughter to go. she is still greving in her own way. i also have a daughter, almost 5, she still talks about ""her"" baby all the time."
llm,"my thoughts and prayers are with you and yours. i kow how hare it is, may 31 will be the one year anniversry of loosing my infant son. it will eventually get easier, just remember that she is in a better place and with our father. don't try to force her daughter to go. she is still greving in her own way. i also have a daughter, almost 5, she still talks about ""her"" baby all the time."
yahoo,I know exactly what you mean.  My mom did that to me about going to church every Sunday.  I explained to her that I do not have to be in a church for God to see me and hear me.  I also explained to her that there are too many busy bodies at church and they are there to check out outfits and jewelry and gosip.  I told her God is too busy for this nonesence so I choose to pray at home and always keep Jesus and God in my heart.
llm,I know exactly what you mean.  My mom did that to me about going to church every Sunday.  I explained to her that I do not have to be in a church for God to see me and hear me.  I also explained to her that there are too many busy bodies at church and they are there to check out outfits and jewelry and gosip.  I told her God is too busy for this nonesence so I choose to pray at home and always keep Jesus and God in my heart.
yahoo,"No we do not have any living examples. Why? The answer lies in the ability to catenate.\\\\n\\\\nSilicon does not share the property of being able to catenate (ability to bond to itself) like Carbon. The Si-Si bond is weaker compared to the C-C bond. So you find less Si is a less versatile atom.\\\\nAlso Si does not form pi-bonds as easily as carbon does. Si has a negligible pi-bond overlap compared to C, most probably Si has a larger atomic radius than C, so the pi-bond overlap is less strongly held to the nucleus and hence is a weak bond."
llm,"No we do not have any living examples. Why? The answer lies in the ability to catenate.\\\\n\\\\nSilicon does not share the property of being able to catenate (ability to bond to itself) like Carbon. The Si-Si bond is weaker compared to the C-C bond. So you find less Si is a less versatile atom.\\\\nAlso Si does not form pi-bonds as easily as carbon does. Si has a negligible pi-bond overlap compared to C, most probably Si has a larger atomic radius than C, so the pi-bond overlap is less strongly held to the nucleus and hence is a weak bond."
yahoo,like all FMCG products it is supposed to have a high level of turnover and higher risk of manupulations so the level and the procidure would depend on your size of work as it would geratly effect the the costing of the matter and thus the methord to be used
llm,like all FMCG products it is supposed to have a high level of turnover and higher risk of manupulations so the level and the procidure would depend on your size of work as it would geratly effect the the costing of the matter and thus the methord to be used
yahoo,send me a picture of someone you styled. i will tell you if you have a future.\\\\n\\\\ncampjk@gmail.com
llm,send me a picture of someone you styled. i will tell you if you have a future.\\\\n\\\\ncampjk@gmail.com
yahoo,"To answer this question, simply add the feet (6 + 8 = 14) then add the inches (10 + 9 = 19), you then get 14 ft 19 inches.\\\\n\\\\nSince 19 inches is longer than a foot (which is twelve inches), take the 19 inches and divide it by 12.\\\\n\\\\n19 divided by 12 = 1, remainder 7.  This means that when you have 19 inches, it is 1 ft, 7 inches.\\\\n\\\\nso, add the 1 ft 7 inches to the 14 feet you originally found when you added 6 ft plus 8 ft.\\\\n\\\\nThe answer is then 15 feet 7 inches."
llm,"To answer this question, simply add the feet (6 + 8 = 14) then add the inches (10 + 9 = 19), you then get 14 ft 19 inches.\\\\n\\\\nSince 19 inches is longer than a foot (which is twelve inches), take the 19 inches and divide it by 12.\\\\n\\\\n19 divided by 12 = 1, remainder 7.  This means that when you have 19 inches, it is 1 ft, 7 inches.\\\\n\\\\nso, add the 1 ft 7 inches to the 14 feet you originally found when you added 6 ft plus 8 ft.\\\\n\\\\nThe answer is then 15 feet 7 inches."
yahoo,"sounds like your typical 14 yr old. They get that age and know it all. This is not always a bad thing. She is rebelling. Try some reverse psychology on her. Try acting like you dont care either. Plus, when she acts like this she is getting lots of attention from everyone telling her she should do it. Have everyone stop doing this and act as if they dont care if she goes or not. Have them talk with her about other aspects of her life. This will take the focus off of this and she will be more willing to go.  good luck"
llm,"sounds like your typical 14 yr old. They get that age and know it all. This is not always a bad thing. She is rebelling. Try some reverse psychology on her. Try acting like you dont care either. Plus, when she acts like this she is getting lots of attention from everyone telling her she should do it. Have everyone stop doing this and act as if they dont care if she goes or not. Have them talk with her about other aspects of her life. This will take the focus off of this and she will be more willing to go.  good luck"
yahoo,"The structure was built between 1887 and 1889 as the entrance arch for the Exposition Universelle, a World's Fair marking the centennial celebration of the French Revolution. It is located at geographic coordinates 48°51′29″N, 2°17′40″E. The tower was inaugurated on 31 March 1889, and opened on 6 May. Three hundred workers joined together 18,038 pieces of puddled iron (a very pure form of structural iron), using two and a half million rivets, in a structural design by Maurice Koechlin. The risk of accident was great, for unlike modern skyscrapers the tower is an open frame without any intermediate floors except the two platforms. Yet because Eiffel took good care of his workers with movable stagings, guard-rails and screens, only one man died, during the installation of Otis Elevator's lifts.\\\\n\\\\nThe tower was met with resistance from the public when it was built, with many calling it an eyesore (Novelist Guy de Maupassant ate at a restaurant at the tower regularly, because it was the one place in Paris he was sure he wouldn't see it). Today, it is widely considered to be one of the most striking pieces of structural art in the world.\\\\n\\\\nOne of the great Hollywood movie clichés is that the view from a Parisian window always includes the tower. In reality, since zoning restrictions limit the height of most buildings in Paris to a few stories, only the very few taller buildings have a clear view of the tower.\\\\n\\\\nOriginally, Eiffel had a permit for the tower to stand for 20 years(when ownership of it would revert to the City of Paris, who had originally planned to tear it down; part of the original contest rules for designing a tower was that it could be easily torn down), more than recouping his expenses, but as it later proved valuable for communication purposes, it was allowed to remain after the expiry of the permit. The military used it to dispatch Parisian taxis to the front line of the Marne, and it therefore became a victory statue of that battle. It was also used to catch the infamous ""Mata Hari,"" and after this, its demolition became unthinkable to the French population."
llm,"The structure was built between 1887 and 1889 as the entrance arch for the Exposition Universelle, a World's Fair marking the centennial celebration of the French Revolution. It is located at geographic coordinates 48°51′29″N, 2°17′40″E. The tower was inaugurated on 31 March 1889, and opened on 6 May. Three hundred workers joined together 18,038 pieces of puddled iron (a very pure form of structural iron), using two and a half million rivets, in a structural design by Maurice Koechlin. The risk of accident was great, for unlike modern skyscrapers the tower is an open frame without any intermediate floors except the two platforms. Yet because Eiffel took good care of his workers with movable stagings, guard-rails and screens, only one man died, during the installation of Otis Elevator's lifts.\\\\n\\\\nThe tower was met with resistance from the public when it was built, with many calling it an eyesore (Novelist Guy de Maupassant ate at a restaurant at the tower regularly, because it was the one place in Paris he was sure he wouldn't see it). Today, it is widely considered to be one of the most striking pieces of structural art in the world.\\\\n\\\\nOne of the great Hollywood movie clichés is that the view from a Parisian window always includes the tower. In reality, since zoning restrictions limit the height of most buildings in Paris to a few stories, only the very few taller buildings have a clear view of the tower.\\\\n\\\\nOriginally, Eiffel had a permit for the tower to stand for 20 years(when ownership of it would revert to the City of Paris, who had originally planned to tear it down; part of the original contest rules for designing a tower was that it could be easily torn down), more than recouping his expenses, but as it later proved valuable for communication purposes, it was allowed to remain after the expiry of the permit. The military used it to dispatch Parisian taxis to the front line of the Marne, and it therefore became a victory statue of that battle. It was also used to catch the infamous ""Mata Hari,"" and after this, its demolition became unthinkable to the French population."
yahoo,No. B/c his motivation comes from someone much deeper!!\\\\n\\\\nGo Miami Heat!!
llm,No. B/c his motivation comes from someone much deeper!!\\\\n\\\\nGo Miami Heat!!
yahoo,yes. someone with a bit of sense to ask a decent question.\\\\nim from sa and i love it.
llm,yes. someone with a bit of sense to ask a decent question.\\\\nim from sa and i love it.
yahoo,"The tax rate for your home depends on what city, county and state your home is located in.  The value of your home is what is important, not the mortgage amount.  At closing, your Realtor or closing attorney should have provided you with an amount of estimated taxes, and you probably paid a good portion of it at closing.\\\\n\\\\nCheck with your mortgage co to see if they have a tax escrow set up for you (in that your annual taxes are collected as part of your mortgage payment and are piad on your behalf)\\\\n\\\\nIf this house is your primary residence, you should get a homestaed exemption, which reduces your property tax amount, and must be applied for.  (Check your county's website)\\\\n\\\\nRemember, interest paid on your loan is tax deductable, so itemize your expenses next tax period."
llm,"The tax rate for your home depends on what city, county and state your home is located in.  The value of your home is what is important, not the mortgage amount.  At closing, your Realtor or closing attorney should have provided you with an amount of estimated taxes, and you probably paid a good portion of it at closing.\\\\n\\\\nCheck with your mortgage co to see if they have a tax escrow set up for you (in that your annual taxes are collected as part of your mortgage payment and are piad on your behalf)\\\\n\\\\nIf this house is your primary residence, you should get a homestaed exemption, which reduces your property tax amount, and must be applied for.  (Check your county's website)\\\\n\\\\nRemember, interest paid on your loan is tax deductable, so itemize your expenses next tax period."
yahoo,The far side has more craters and fewer lava-covered plains than the near side.  This probably has something to do with the orbits that different-sized impactors have followed on their way into the moon.
llm,The far side has more craters and fewer lava-covered plains than the near side.  This probably has something to do with the orbits that different-sized impactors have followed on their way into the moon.
yahoo,"If you know HTML (which is a very easy language by the way. highly recommended) then I recommend www.Angelfire.com\\\\nI've found that it's the most user friendly when dealing with files, folders, scripts, and pages.\\\\n\\\\nIf you want a Site Builder:\\\\nhttp://www.homestead.com       <---  Recommended\\\\nhttp://www.bravenet.net\\\\nhttp://www.dynamic-site-builder.com"
llm,"If you know HTML (which is a very easy language by the way. highly recommended) then I recommend www.Angelfire.com\\\\nI've found that it's the most user friendly when dealing with files, folders, scripts, and pages.\\\\n\\\\nIf you want a Site Builder:\\\\nhttp://www.homestead.com       <---  Recommended\\\\nhttp://www.bravenet.net\\\\nhttp://www.dynamic-site-builder.com"
yahoo,yes he does suck. he lives in san fransisco aka the city of gays. but he doesn't make his team better and just wants to make himself look good. thats why their not still playing. he needs to be slapped in the face for being such a cocky arrogant brat. even his father joe jelly bean bryant said that.
llm,yes he does suck. he lives in san fransisco aka the city of gays. but he doesn't make his team better and just wants to make himself look good. thats why their not still playing. he needs to be slapped in the face for being such a cocky arrogant brat. even his father joe jelly bean bryant said that.
yahoo,"It's somewhat disappointing, yes, but just because it would make me feel better to believe in eternal life doesn't mean that it's realistic.  \\\\n\\\\nOf course I know that ""something other than their body"" makes people special.  It's called ""personality"" and ""zeal""."
llm,"It's somewhat disappointing, yes, but just because it would make me feel better to believe in eternal life doesn't mean that it's realistic.  \\\\n\\\\nOf course I know that ""something other than their body"" makes people special.  It's called ""personality"" and ""zeal""."
yahoo,I believe the Windows 2000 Professional or Server CDs are bootable. Are you looking to create floppy disks? I can't imagine you would want to.
llm,I believe the Windows 2000 Professional or Server CDs are bootable. Are you looking to create floppy disks? I can't imagine you would want to.
yahoo,"Basically European laws such as the Convention on Human Rights have put down on paper that which was already common law in Britain, such as freedom of speech, right to prvacy, etc, but it's useful to have clear guidleines now.  European law doesn't generally override British law, but it does give people an extra chance of appeal once they have been through the British courts."
llm,"Basically European laws such as the Convention on Human Rights have put down on paper that which was already common law in Britain, such as freedom of speech, right to prvacy, etc, but it's useful to have clear guidleines now.  European law doesn't generally override British law, but it does give people an extra chance of appeal once they have been through the British courts."
yahoo,"to your first question, you get a rhinephanto\\\\nto your second answer, yead I do"
llm,"to your first question, you get a rhinephanto\\\\nto your second answer, yead I do"
yahoo,"You are lucky that the University of Pune is offering a revolutionary course on Biotechnology. The course is called MBA in Biotechnology.This is a PG course with great career oppurtunities. The web-site http://www.microbiologyindia.cjb.net offers much detailed information on this course.\\\\n\\\\nMBA is a 2 year post-graduate programme in management.MBA in Biotechnology is meant for people like you who are interested in the Biotech or Pharma sector. MBA is of 2 types - general MBA and specialised MBA.In general MBA at the end of 1st year you are supposed to choose specialisation in either of the 1 subject - marketing or finance or materials/operations or human resource. Example of specialised MBA is MBA in Biotechnology which is available at the Department of Management Sciences, University of Pune. In specialised MBA like MBA-Biotechnology you are taught all the 4 subjects in much detail i.e marketing, finance, materials/operations and HR that's because your specialisation is Biotechnology.You are specially prepared to lead a Biotech or Pharma company.The advantage is that you can go to any other sector like telecom, IT, Retailing etc. because you have been given detailed knowledge of every field with special focus on Biotechnology. That's the advantage.There is much demand for MBA-Biotechnology in Australia, USA and Europe apart from the on ein India. For details on this course visit http://www.microbiologyindia.cjb.net\\\\nThe web-site tells you also on various management entrances like MAT, ATMA, CAT etc.Ranking of colleges along with list of various colleges is also given. You can go for following links that will tell you more about MBA - \\\\nhttp://users.cjb.net/microbiologyreview/ect1.htm\\\\nhttp://users.cjb.net/microbiologyreview/ect2.htm\\\\n\\\\nThose studying biotechnology and microbiology will be able to get Instant BT/Micro Notes on web-site http://www.microbiologyindia.cjb.net"
llm,"You are lucky that the University of Pune is offering a revolutionary course on Biotechnology. The course is called MBA in Biotechnology.This is a PG course with great career oppurtunities. The web-site http://www.microbiologyindia.cjb.net offers much detailed information on this course.\\\\n\\\\nMBA is a 2 year post-graduate programme in management.MBA in Biotechnology is meant for people like you who are interested in the Biotech or Pharma sector. MBA is of 2 types - general MBA and specialised MBA.In general MBA at the end of 1st year you are supposed to choose specialisation in either of the 1 subject - marketing or finance or materials/operations or human resource. Example of specialised MBA is MBA in Biotechnology which is available at the Department of Management Sciences, University of Pune. In specialised MBA like MBA-Biotechnology you are taught all the 4 subjects in much detail i.e marketing, finance, materials/operations and HR that's because your specialisation is Biotechnology.You are specially prepared to lead a Biotech or Pharma company.The advantage is that you can go to any other sector like telecom, IT, Retailing etc. because you have been given detailed knowledge of every field with special focus on Biotechnology. That's the advantage.There is much demand for MBA-Biotechnology in Australia, USA and Europe apart from the on ein India. For details on this course visit http://www.microbiologyindia.cjb.net\\\\nThe web-site tells you also on various management entrances like MAT, ATMA, CAT etc.Ranking of colleges along with list of various colleges is also given. You can go for following links that will tell you more about MBA - \\\\nhttp://users.cjb.net/microbiologyreview/ect1.htm\\\\nhttp://users.cjb.net/microbiologyreview/ect2.htm\\\\n\\\\nThose studying biotechnology and microbiology will be able to get Instant BT/Micro Notes on web-site http://www.microbiologyindia.cjb.net"
yahoo,Care of BBC tv...
llm,Care of BBC tv...
yahoo,Oh jeez not Win98. Get linux please k thx.
llm,Oh jeez not Win98. Get linux please k thx.
yahoo,I've never even heard of the Thomas Cup. What sport is that in?
llm,I've never even heard of the Thomas Cup. What sport is that in?
yahoo,http://www.bodyandfitness.com/Information/Weightloss/retention.htm\\\\n\\\\nHere is lots of water retention info.
llm,http://www.bodyandfitness.com/Information/Weightloss/retention.htm\\\\n\\\\nHere is lots of water retention info.
yahoo,"I've used Limewire for awhile now, and I'm pretty happy with it.  Ares is kinda slow and it's hard to find rare songs, videos, etc.  I tried Bearshare for a little bit and got the same results.  I'd say stick with Limewire, but make sure you scan every file before you open it.\\\\n\\\\n."
llm,"I've used Limewire for awhile now, and I'm pretty happy with it.  Ares is kinda slow and it's hard to find rare songs, videos, etc.  I tried Bearshare for a little bit and got the same results.  I'd say stick with Limewire, but make sure you scan every file before you open it.\\\\n\\\\n."
yahoo,"Get some money, and some friends to man your army."
llm,"Get some money, and some friends to man your army."
yahoo,http://www.copyright.gov/
llm,http://www.copyright.gov/
yahoo,"yeah, ice hockey, snowboarding, speed skating, all of it!"
llm,"yeah, ice hockey, snowboarding, speed skating, all of it!"
yahoo,"All I can do is give you my gut feeling. It may ring true with you, it may not. \\\\n\\\\nIt seems to me you have a fear of taking a risk, or making a commitment to something. This could be a general fear or something specific in your life at present. You are concerned about the downside, of what could go wrong. It's a big fear, as almost killing a small child would be a terrible consequence. \\\\n\\\\nHaving to make a choice is consistent with this theme. You cannot sit on the fence forever. Sooner or later you have to take a risk or make a commitment. Otherwise you go nowhere. Maybe even go backwards. \\\\n\\\\nI'm not sure of the significance of the girl disappearing and reappearing. Possibly it represents her transformation from a victim to your conscience. Anyway, it's you talking. The ghost is you telling yourself you have to make a choice. \\\\n\\\\nThe girl as victim might also be you as well. Are you the one who stands to get hurt the most? Could you lose something of your inner child? Anyway the girl is strong. She has determination. But she also wants to suffer out of sight. Sounds like she doesn't want to ask for help.  \\\\n\\\\nIt's very significant for you. Whatever it is, it's screaming at you! \\\\n\\\\nIf my interpretation rings true with you, you need to take more risks to get what you want, or commit to a specific course of action in something that is troubling you at present. And maybe you have to ask others for help. \\\\n\\\\nIf you take the action and the dream goes away, you have solved the problem. If not, you have to keep trying with other possible interpretations."
